study,p,group,t,trial_num,rt,block_duration,stim_duration,correct,correct_response,flanker_middle_direction,flanker_type,flanker_location,cue
1,s1p12,control,1,126,608,608,608,true,39,right,incongruent,up,spatial
1,s1p12,control,1,127,600,600,600,true,37,left,congruent,up,nocue
1,s1p12,control,1,128,697,697,697,true,39,right,neutral,down,spatial
1,s1p12,control,1,129,527,527,527,true,37,left,neutral,down,double
1,s1p12,control,1,130,457,457,457,true,37,left,neutral,up,spatial
1,s1p12,control,1,131,574,574,574,true,39,right,neutral,down,center
1,s1p12,control,1,132,815,815,815,true,39,right,incongruent,down,nocue
1,s1p12,control,1,134,602,602,602,true,37,left,neutral,down,nocue
1,s1p12,control,1,135,579,579,579,true,39,right,neutral,up,center
1,s1p12,control,1,136,664,664,664,true,37,left,incongruent,up,center
1,s1p12,control,1,137,591,591,591,true,37,left,incongruent,up,spatial
1,s1p12,control,1,139,727,727,727,true,39,right,congruent,down,nocue
1,s1p12,control,1,140,798,798,798,true,39,right,congruent,up,double
1,s1p12,control,1,141,523,523,523,true,37,left,congruent,down,spatial
1,s1p12,control,1,142,790,790,790,true,39,right,incongruent,up,center
1,s1p12,control,1,143,618,618,618,true,37,left,incongruent,down,center
1,s1p12,control,1,144,618,618,618,true,39,right,congruent,down,spatial
1,s1p13,meditation,1,1,383,383,383,true,39,right,neutral,up,spatial
1,s1p13,meditation,1,2,483,483,483,true,37,left,neutral,up,center
1,s1p13,meditation,1,3,620,620,620,true,37,left,incongruent,down,center
1,s1p13,meditation,1,4,392,392,392,true,39,right,incongruent,up,spatial
1,s1p13,meditation,1,5,392,392,392,true,39,right,neutral,down,spatial
1,s1p13,meditation,1,6,413,413,413,true,39,right,neutral,up,center
1,s1p13,meditation,1,7,380,380,380,true,39,right,congruent,down,double
1,s1p13,meditation,1,8,341,341,341,true,39,right,neutral,up,double
1,s1p13,meditation,1,10,505,505,505,true,39,right,congruent,down,nocue
1,s1p13,meditation,1,11,530,530,530,true,39,right,incongruent,up,nocue
1,s1p13,meditation,1,12,426,426,426,true,39,right,neutral,down,center
1,s1p13,meditation,1,13,514,514,514,true,37,left,congruent,down,double
1,s1p13,meditation,1,14,515,515,515,true,39,right,neutral,down,nocue
1,s1p13,meditation,1,15,504,504,504,true,37,left,neutral,down,double
1,s1p13,meditation,1,16,671,671,671,true,37,left,congruent,up,nocue
1,s1p13,meditation,1,18,845,845,845,true,37,left,incongruent,up,nocue
1,s1p13,meditation,1,19,683,683,683,true,37,left,neutral,down,center
1,s1p13,meditation,1,20,525,525,525,true,39,right,congruent,up,center
1,s1p13,meditation,1,21,493,493,493,true,37,left,congruent,down,center
1,s1p13,meditation,1,22,713,713,713,true,37,left,incongruent,down,double
1,s1p13,meditation,1,23,396,396,396,true,39,right,incongruent,down,spatial
1,s1p13,meditation,1,24,528,528,528,true,37,left,congruent,down,nocue
1,s1p13,meditation,1,25,588,588,588,true,39,right,congruent,down,center
1,s1p13,meditation,1,26,574,574,574,true,39,right,congruent,up,double
1,s1p13,meditation,1,27,529,529,529,true,37,left,neutral,up,spatial
1,s1p13,meditation,1,28,441,441,441,true,37,left,congruent,down,spatial
1,s1p13,meditation,1,29,675,675,675,true,37,left,congruent,up,center
1,s1p13,meditation,1,30,562,562,562,true,37,left,incongruent,up,spatial
1,s1p13,meditation,1,31,449,449,449,true,37,left,incongruent,up,center
1,s1p13,meditation,1,32,665,665,665,true,37,left,incongruent,down,nocue
1,s1p13,meditation,1,33,533,533,533,true,39,right,congruent,up,nocue
1,s1p13,meditation,1,34,468,468,468,true,37,left,neutral,down,spatial
1,s1p13,meditation,1,35,572,572,572,true,39,right,incongruent,up,double
1,s1p13,meditation,1,36,559,559,559,true,37,left,neutral,up,nocue
1,s1p13,meditation,1,37,474,474,474,true,39,right,neutral,down,double
1,s1p13,meditation,1,38,598,598,598,true,37,left,neutral,up,double
1,s1p13,meditation,1,40,624,624,624,true,39,right,incongruent,up,center
1,s1p13,meditation,1,41,444,444,444,true,39,right,congruent,up,spatial
1,s1p13,meditation,1,42,576,576,576,true,37,left,neutral,down,nocue
1,s1p13,meditation,1,44,564,564,564,true,37,left,incongruent,down,spatial
1,s1p13,meditation,1,45,759,759,759,true,37,left,incongruent,up,double
1,s1p13,meditation,1,46,541,541,541,true,39,right,incongruent,down,double
1,s1p13,meditation,1,47,517,517,517,true,37,left,congruent,up,spatial
1,s1p13,meditation,1,48,441,441,441,true,39,right,congruent,down,spatial
1,s1p13,meditation,1,49,702,702,702,true,37,left,congruent,down,double
1,s1p13,meditation,1,50,462,462,462,true,37,left,congruent,down,spatial
1,s1p13,meditation,1,51,522,522,522,true,39,right,congruent,up,center
1,s1p13,meditation,1,52,498,498,498,true,37,left,incongruent,up,double
1,s1p13,meditation,1,53,525,525,525,true,39,right,congruent,down,spatial
1,s1p13,meditation,1,54,600,600,600,true,37,left,neutral,up,center
1,s1p13,meditation,1,56,551,551,551,true,39,right,congruent,up,spatial
1,s1p13,meditation,1,57,608,608,608,true,39,right,neutral,up,center
1,s1p13,meditation,1,58,756,756,756,true,37,left,neutral,down,nocue
1,s1p13,meditation,1,59,542,542,542,true,37,left,congruent,down,center
1,s1p13,meditation,1,60,473,473,473,true,37,left,neutral,down,double
1,s1p13,meditation,1,61,829,829,829,true,39,right,incongruent,up,nocue
1,s1p13,meditation,1,62,664,664,664,true,37,left,incongruent,down,center
1,s1p13,meditation,1,63,447,447,447,true,37,left,incongruent,down,spatial
1,s1p13,meditation,1,64,659,659,659,true,37,left,incongruent,down,double
1,s1p13,meditation,1,65,485,485,485,true,37,left,neutral,down,center
1,s1p13,meditation,1,66,749,749,749,true,39,right,neutral,up,nocue
1,s1p13,meditation,1,67,601,601,601,true,39,right,incongruent,down,double
1,s1p13,meditation,1,68,613,613,613,true,39,right,incongruent,up,center
1,s1p13,meditation,1,69,649,649,649,true,37,left,congruent,down,nocue
1,s1p13,meditation,1,70,491,491,491,true,37,left,neutral,up,spatial
1,s1p13,meditation,1,72,859,859,859,true,39,right,congruent,down,nocue
1,s1p13,meditation,1,73,658,658,658,true,39,right,congruent,up,nocue
1,s1p13,meditation,1,74,599,599,599,true,39,right,neutral,down,center
1,s1p13,meditation,1,75,618,618,618,true,39,right,congruent,up,double
1,s1p13,meditation,1,76,698,698,698,true,39,right,neutral,down,nocue
1,s1p13,meditation,1,77,533,533,533,true,37,left,incongruent,up,spatial
1,s1p13,meditation,1,78,582,582,582,true,37,left,congruent,up,center
1,s1p13,meditation,1,79,583,583,583,true,39,right,neutral,down,double
1,s1p13,meditation,1,80,713,713,713,true,37,left,congruent,up,nocue
1,s1p13,meditation,1,81,682,682,682,true,37,left,incongruent,up,center
1,s1p13,meditation,1,82,449,449,449,true,39,right,incongruent,up,double
1,s1p13,meditation,1,84,579,579,579,true,39,right,congruent,down,center
1,s1p13,meditation,1,85,713,713,713,true,39,right,congruent,down,double
1,s1p13,meditation,1,86,546,546,546,true,39,right,neutral,up,spatial
1,s1p13,meditation,1,87,622,622,622,true,39,right,incongruent,up,spatial
1,s1p13,meditation,1,88,501,501,501,true,37,left,congruent,up,spatial
1,s1p13,meditation,1,89,771,771,771,true,37,left,neutral,up,double
1,s1p13,meditation,1,90,600,600,600,true,37,left,neutral,up,nocue
1,s1p13,meditation,1,91,453,453,453,true,37,left,congruent,up,double
1,s1p13,meditation,1,92,784,784,784,true,39,right,incongruent,down,center
1,s1p13,meditation,1,93,422,422,422,true,39,right,neutral,down,spatial
1,s1p13,meditation,1,94,711,711,711,true,39,right,neutral,up,double
1,s1p13,meditation,1,95,455,455,455,true,37,left,neutral,down,spatial
1,s1p13,meditation,1,96,693,693,693,true,39,right,incongruent,down,nocue
1,s1p13,meditation,1,97,720,720,720,true,39,right,incongruent,up,center
1,s1p13,meditation,1,98,419,419,419,true,39,right,congruent,up,spatial
1,s1p13,meditation,1,99,673,673,673,true,39,right,congruent,down,double
1,s1p13,meditation,1,100,566,566,566,true,39,right,neutral,down,nocue
1,s1p13,meditation,1,101,722,722,722,true,37,left,congruent,up,nocue
1,s1p13,meditation,1,103,817,817,817,true,37,left,neutral,down,nocue
1,s1p13,meditation,1,104,448,448,448,true,37,left,congruent,up,spatial
1,s1p13,meditation,1,105,669,669,669,true,37,left,neutral,down,center
1,s1p13,meditation,1,106,857,857,857,true,39,right,congruent,up,double
1,s1p13,meditation,1,107,688,688,688,true,39,right,neutral,up,nocue
1,s1p13,meditation,1,108,527,527,527,true,39,right,incongruent,down,spatial
1,s1p13,meditation,1,109,677,677,677,true,37,left,incongruent,up,nocue
1,s1p13,meditation,1,110,696,696,696,true,37,left,congruent,up,double
1,s1p13,meditation,1,111,554,554,554,true,39,right,neutral,up,double
1,s1p13,meditation,1,112,731,731,731,true,39,right,incongruent,down,center
1,s1p13,meditation,1,113,592,592,592,true,37,left,neutral,down,double
1,s1p13,meditation,1,114,622,622,622,true,39,right,neutral,up,center
1,s1p13,meditation,1,115,568,568,568,true,37,left,incongruent,down,double
1,s1p13,meditation,1,116,613,613,613,true,37,left,neutral,up,center
1,s1p13,meditation,1,117,565,565,565,true,37,left,congruent,down,center
1,s1p13,meditation,1,118,536,536,536,true,39,right,congruent,down,nocue
1,s1p13,meditation,1,119,635,635,635,true,37,left,congruent,up,center
1,s1p13,meditation,1,121,450,450,450,true,37,left,neutral,down,spatial
1,s1p13,meditation,1,122,622,622,622,true,37,left,incongruent,down,spatial
1,s1p13,meditation,1,123,838,838,838,true,37,left,incongruent,up,double
1,s1p13,meditation,1,124,640,640,640,true,37,left,neutral,up,double
1,s1p13,meditation,1,125,693,693,693,true,39,right,neutral,down,double
1,s1p13,meditation,1,127,563,563,563,true,39,right,incongruent,up,double
1,s1p13,meditation,1,128,482,482,482,true,39,right,neutral,up,spatial
1,s1p13,meditation,1,129,698,698,698,true,37,left,congruent,down,double
1,s1p13,meditation,1,130,570,570,570,true,37,left,congruent,down,nocue
1,s1p13,meditation,1,131,641,641,641,true,37,left,neutral,up,spatial
1,s1p13,meditation,1,132,612,612,612,true,39,right,congruent,up,nocue
1,s1p13,meditation,1,133,558,558,558,true,39,right,neutral,down,center
1,s1p13,meditation,1,134,693,693,693,true,39,right,incongruent,down,double
1,s1p13,meditation,1,135,389,389,389,true,39,right,neutral,down,spatial
1,s1p13,meditation,1,136,678,678,678,true,39,right,incongruent,down,nocue
1,s1p13,meditation,1,137,608,608,608,true,37,left,neutral,up,nocue
1,s1p13,meditation,1,138,680,680,680,true,37,left,incongruent,down,center
1,s1p13,meditation,1,139,518,518,518,true,39,right,congruent,down,center
1,s1p13,meditation,1,140,473,473,473,true,37,left,congruent,down,spatial
1,s1p13,meditation,1,141,446,446,446,true,39,right,incongruent,up,spatial
1,s1p13,meditation,1,142,407,407,407,true,37,left,incongruent,up,spatial
1,s1p13,meditation,1,143,427,427,427,true,39,right,congruent,down,spatial
1,s1p13,meditation,1,144,534,534,534,true,39,right,congruent,up,center
1,s1p14,meditation,1,1,577,577,577,true,39,right,congruent,up,center
1,s1p14,meditation,1,2,613,613,613,true,39,right,congruent,up,double
1,s1p14,meditation,1,3,656,656,656,true,37,left,incongruent,down,nocue
1,s1p14,meditation,1,4,475,475,475,true,37,left,neutral,down,spatial
1,s1p14,meditation,1,5,574,574,574,true,37,left,neutral,up,nocue
1,s1p14,meditation,1,6,510,510,510,true,37,left,neutral,down,nocue
1,s1p14,meditation,1,7,635,635,635,true,39,right,incongruent,up,nocue
1,s1p14,meditation,1,8,762,762,762,true,39,right,incongruent,down,center
1,s1p14,meditation,1,9,746,746,746,true,37,left,congruent,up,double
1,s1p14,meditation,1,10,607,607,607,true,39,right,incongruent,up,double
1,s1p14,meditation,1,11,698,698,698,true,37,left,incongruent,up,spatial
1,s1p14,meditation,1,12,558,558,558,true,39,right,congruent,down,center
1,s1p14,meditation,1,13,577,577,577,true,37,left,incongruent,up,double
1,s1p14,meditation,1,14,617,617,617,true,39,right,neutral,down,spatial
1,s1p14,meditation,1,15,606,606,606,true,39,right,congruent,up,nocue
1,s1p14,meditation,1,16,646,646,646,true,37,left,incongruent,up,center
1,s1p14,meditation,1,17,645,645,645,true,37,left,congruent,down,center
1,s1p14,meditation,1,18,559,559,559,true,37,left,incongruent,down,spatial
1,s1p14,meditation,1,19,503,503,503,true,37,left,congruent,up,center
1,s1p14,meditation,1,20,396,396,396,true,37,left,congruent,down,double
1,s1p14,meditation,1,21,543,543,543,true,39,right,incongruent,up,center
1,s1p14,meditation,1,22,524,524,524,true,39,right,congruent,down,nocue
1,s1p14,meditation,1,23,561,561,561,true,39,right,neutral,down,nocue
1,s1p14,meditation,1,24,675,675,675,true,39,right,neutral,up,double
1,s1p14,meditation,1,25,698,698,698,true,39,right,incongruent,up,spatial
1,s1p14,meditation,1,26,578,578,578,true,39,right,neutral,down,center
1,s1p14,meditation,1,27,617,617,617,true,39,right,neutral,up,center
1,s1p14,meditation,1,28,631,631,631,true,37,left,neutral,up,spatial
1,s1p14,meditation,1,29,509,509,509,true,39,right,congruent,down,double
1,s1p14,meditation,1,30,456,456,456,true,39,right,congruent,down,spatial
1,s1p14,meditation,1,31,663,663,663,true,37,left,incongruent,down,center
1,s1p14,meditation,1,32,580,580,580,true,39,right,incongruent,down,spatial
1,s1p14,meditation,1,33,576,576,576,true,39,right,neutral,up,nocue
1,s1p14,meditation,1,34,753,753,753,true,37,left,congruent,down,nocue
1,s1p14,meditation,1,35,843,843,843,true,39,right,incongruent,down,double
1,s1p14,meditation,1,36,569,569,569,true,37,left,neutral,up,center
1,s1p14,meditation,1,37,500,500,500,true,39,right,congruent,up,spatial
1,s1p14,meditation,1,38,372,372,372,true,37,left,congruent,down,spatial
1,s1p14,meditation,1,39,539,539,539,true,39,right,neutral,down,double
1,s1p14,meditation,1,40,832,832,832,true,39,right,incongruent,down,nocue
1,s1p14,meditation,1,41,636,636,636,true,39,right,neutral,up,spatial
1,s1p14,meditation,1,42,651,651,651,true,37,left,incongruent,down,double
1,s1p14,meditation,1,43,679,679,679,true,37,left,neutral,down,center
1,s1p14,meditation,1,44,567,567,567,true,37,left,neutral,down,double
1,s1p14,meditation,1,45,824,824,824,true,37,left,incongruent,up,nocue
1,s1p14,meditation,1,46,607,607,607,true,37,left,congruent,up,nocue
1,s1p14,meditation,1,47,491,491,491,true,37,left,neutral,up,double
1,s1p14,meditation,1,48,421,421,421,true,37,left,congruent,up,spatial
1,s1p14,meditation,1,49,565,565,565,true,37,left,congruent,up,double
1,s1p14,meditation,1,50,588,588,588,true,39,right,neutral,up,nocue
1,s1p14,meditation,1,51,715,715,715,true,39,right,incongruent,down,center
1,s1p14,meditation,1,52,668,668,668,true,37,left,congruent,down,double
1,s1p14,meditation,1,53,665,665,665,true,37,left,congruent,down,center
1,s1p14,meditation,1,54,541,541,541,true,37,left,congruent,up,center
1,s1p14,meditation,1,55,672,672,672,true,37,left,incongruent,down,nocue
1,s1p14,meditation,1,56,696,696,696,true,39,right,congruent,up,center
1,s1p14,meditation,1,57,544,544,544,true,39,right,neutral,down,nocue
1,s1p14,meditation,1,58,738,738,738,true,39,right,incongruent,up,double
1,s1p14,meditation,1,59,846,846,846,true,39,right,incongruent,up,nocue
1,s1p14,meditation,1,60,525,525,525,true,39,right,congruent,up,spatial
1,s1p14,meditation,1,62,577,577,577,true,39,right,congruent,down,center
1,s1p14,meditation,1,63,628,628,628,true,37,left,neutral,down,nocue
1,s1p14,meditation,1,64,616,616,616,true,37,left,neutral,up,double
1,s1p14,meditation,1,65,630,630,630,true,39,right,neutral,up,center
1,s1p14,meditation,1,66,538,538,538,true,37,left,neutral,down,center
1,s1p14,meditation,1,67,702,702,702,true,37,left,incongruent,down,double
1,s1p14,meditation,1,68,813,813,813,true,37,left,incongruent,up,nocue
1,s1p14,meditation,1,69,487,487,487,true,37,left,neutral,down,spatial
1,s1p14,meditation,1,70,719,719,719,true,39,right,neutral,down,center
1,s1p14,meditation,1,71,800,800,800,true,39,right,congruent,up,nocue
1,s1p14,meditation,1,72,682,682,682,true,39,right,congruent,down,spatial
1,s1p14,meditation,1,73,777,777,777,true,39,right,incongruent,up,spatial
1,s1p14,meditation,1,74,615,615,615,true,39,right,congruent,up,double
1,s1p14,meditation,1,75,656,656,656,true,37,left,congruent,down,nocue
1,s1p14,meditation,1,76,731,731,731,true,39,right,incongruent,down,double
1,s1p14,meditation,1,77,596,596,596,true,39,right,neutral,up,double
1,s1p14,meditation,1,78,730,730,730,true,37,left,incongruent,up,spatial
1,s1p14,meditation,1,79,547,547,547,true,37,left,neutral,up,spatial
1,s1p14,meditation,1,80,738,738,738,true,37,left,incongruent,up,double
1,s1p14,meditation,1,81,761,761,761,true,37,left,neutral,down,double
1,s1p14,meditation,1,82,415,415,415,true,37,left,congruent,up,spatial
1,s1p14,meditation,1,83,621,621,621,true,39,right,congruent,down,double
1,s1p14,meditation,1,84,714,714,714,true,37,left,incongruent,down,center
1,s1p14,meditation,1,85,756,756,756,true,37,left,congruent,up,nocue
1,s1p14,meditation,1,86,453,453,453,true,37,left,incongruent,down,spatial
1,s1p14,meditation,1,87,821,821,821,true,39,right,incongruent,up,center
1,s1p14,meditation,1,88,709,709,709,true,39,right,neutral,up,spatial
1,s1p14,meditation,1,89,573,573,573,true,37,left,neutral,up,nocue
1,s1p14,meditation,1,90,501,501,501,true,37,left,neutral,up,center
1,s1p14,meditation,1,91,656,656,656,true,39,right,incongruent,down,nocue
1,s1p14,meditation,1,92,597,597,597,true,37,left,congruent,down,spatial
1,s1p14,meditation,1,93,566,566,566,true,39,right,neutral,down,spatial
1,s1p14,meditation,1,94,709,709,709,true,39,right,incongruent,down,spatial
1,s1p14,meditation,1,95,672,672,672,true,39,right,congruent,down,nocue
1,s1p14,meditation,1,96,597,597,597,true,39,right,neutral,down,double
1,s1p14,meditation,1,97,523,523,523,true,37,left,congruent,up,double
1,s1p14,meditation,1,99,657,657,657,true,37,left,neutral,up,center
1,s1p14,meditation,1,100,565,565,565,true,39,right,congruent,up,spatial
1,s1p14,meditation,1,101,653,653,653,true,39,right,neutral,up,center
1,s1p14,meditation,1,102,476,476,476,true,39,right,congruent,down,spatial
1,s1p14,meditation,1,103,687,687,687,true,39,right,incongruent,down,double
1,s1p14,meditation,1,105,640,640,640,true,39,right,incongruent,down,spatial
1,s1p14,meditation,1,106,659,659,659,true,37,left,incongruent,down,nocue
