"rt","key_press","block_duration","possible_responses","stim_duration","exp_stage","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","trial_num","p","t","condition","experience","current","breath","group"
820,39,820,"37,39",820,"test","true",39,"right","congruent","down","nocue",91,"10","2","Control","Low","Low","HIgh","Reading"
767,39,767,"37,39",767,"test","true",39,"right","neutral","down","spatial",92,"10","2","Control","Low","Low","HIgh","Reading"
516,37,516,"37,39",516,"test","true",37,"left","neutral","up","double",93,"10","2","Control","Low","Low","HIgh","Reading"
674,37,674,"37,39",674,"test","true",37,"left","neutral","down","center",94,"10","2","Control","Low","Low","HIgh","Reading"
830,39,830,"37,39",830,"test","true",39,"right","congruent","down","spatial",95,"10","2","Control","Low","Low","HIgh","Reading"
473,37,473,"37,39",473,"test","true",37,"left","congruent","down","spatial",96,"10","2","Control","Low","Low","HIgh","Reading"
781,39,781,"37,39",781,"test","true",39,"right","neutral","down","nocue",98,"10","2","Control","Low","Low","HIgh","Reading"
782,39,782,"37,39",782,"test","true",39,"right","neutral","up","center",99,"10","2","Control","Low","Low","HIgh","Reading"
824,37,824,"37,39",824,"test","true",37,"left","congruent","down","center",100,"10","2","Control","Low","Low","HIgh","Reading"
662,39,662,"37,39",662,"test","true",39,"right","neutral","down","center",101,"10","2","Control","Low","Low","HIgh","Reading"
491,39,491,"37,39",491,"test","true",39,"right","congruent","up","spatial",102,"10","2","Control","Low","Low","HIgh","Reading"
771,37,771,"37,39",771,"test","true",37,"left","neutral","up","nocue",103,"10","2","Control","Low","Low","HIgh","Reading"
865,37,865,"37,39",865,"test","true",37,"left","congruent","down","nocue",104,"10","2","Control","Low","Low","HIgh","Reading"
848,37,848,"37,39",848,"test","true",37,"left","incongruent","down","double",105,"10","2","Control","Low","Low","HIgh","Reading"
548,37,548,"37,39",548,"test","true",37,"left","incongruent","down","nocue",106,"10","2","Control","Low","Low","HIgh","Reading"
562,37,562,"37,39",562,"test","true",37,"left","congruent","up","center",107,"10","2","Control","Low","Low","HIgh","Reading"
729,37,729,"37,39",729,"test","true",37,"left","neutral","down","double",108,"10","2","Control","Low","Low","HIgh","Reading"
542,37,542,"37,39",542,"test","true",37,"left","neutral","up","center",109,"10","2","Control","Low","Low","HIgh","Reading"
780,37,780,"37,39",780,"test","true",37,"left","incongruent","up","double",110,"10","2","Control","Low","Low","HIgh","Reading"
1096,39,1096,"37,39",1096,"test","true",39,"right","incongruent","up","double",112,"10","2","Control","Low","Low","HIgh","Reading"
483,37,483,"37,39",483,"test","true",37,"left","congruent","up","spatial",113,"10","2","Control","Low","Low","HIgh","Reading"
694,37,694,"37,39",694,"test","true",37,"left","congruent","down","spatial",114,"10","2","Control","Low","Low","HIgh","Reading"
738,37,738,"37,39",738,"test","true",37,"left","neutral","down","center",115,"10","2","Control","Low","Low","HIgh","Reading"
1131,39,1131,"37,39",1131,"test","true",39,"right","incongruent","down","double",116,"10","2","Control","Low","Low","HIgh","Reading"
764,39,764,"37,39",764,"test","true",39,"right","congruent","down","center",117,"10","2","Control","Low","Low","HIgh","Reading"
479,37,479,"37,39",479,"test","true",37,"left","neutral","up","spatial",118,"10","2","Control","Low","Low","HIgh","Reading"
822,39,822,"37,39",822,"test","true",39,"right","incongruent","up","nocue",119,"10","2","Control","Low","Low","HIgh","Reading"
579,37,579,"37,39",579,"test","true",37,"left","congruent","up","nocue",120,"10","2","Control","Low","Low","HIgh","Reading"
708,37,708,"37,39",708,"test","true",37,"left","neutral","down","nocue",121,"10","2","Control","Low","Low","HIgh","Reading"
820,39,820,"37,39",820,"test","true",39,"right","neutral","down","double",122,"10","2","Control","Low","Low","HIgh","Reading"
705,39,705,"37,39",705,"test","true",39,"right","congruent","down","spatial",123,"10","2","Control","Low","Low","HIgh","Reading"
739,37,739,"37,39",739,"test","true",37,"left","neutral","up","double",124,"10","2","Control","Low","Low","HIgh","Reading"
1016,39,1016,"37,39",1016,"test","true",39,"right","incongruent","down","center",125,"10","2","Control","Low","Low","HIgh","Reading"
712,39,712,"37,39",712,"test","true",39,"right","congruent","up","double",126,"10","2","Control","Low","Low","HIgh","Reading"
731,37,731,"37,39",731,"test","true",37,"left","incongruent","up","center",127,"10","2","Control","Low","Low","HIgh","Reading"
808,37,808,"37,39",808,"test","true",37,"left","incongruent","up","nocue",128,"10","2","Control","Low","Low","HIgh","Reading"
931,39,931,"37,39",931,"test","true",39,"right","neutral","up","nocue",129,"10","2","Control","Low","Low","HIgh","Reading"
845,37,845,"37,39",845,"test","true",37,"left","incongruent","down","center",130,"10","2","Control","Low","Low","HIgh","Reading"
718,39,718,"37,39",718,"test","true",39,"right","neutral","up","spatial",131,"10","2","Control","Low","Low","HIgh","Reading"
463,37,463,"37,39",463,"test","true",37,"left","congruent","up","double",132,"10","2","Control","Low","Low","HIgh","Reading"
1000,39,1000,"37,39",1000,"test","true",39,"right","congruent","down","double",133,"10","2","Control","Low","Low","HIgh","Reading"
775,39,775,"37,39",775,"test","true",39,"right","neutral","down","spatial",134,"10","2","Control","Low","Low","HIgh","Reading"
834,39,834,"37,39",834,"test","true",39,"right","incongruent","up","spatial",135,"10","2","Control","Low","Low","HIgh","Reading"
684,39,684,"37,39",684,"test","true",39,"right","neutral","up","double",136,"10","2","Control","Low","Low","HIgh","Reading"
855,37,855,"37,39",855,"test","true",37,"left","incongruent","down","spatial",137,"10","2","Control","Low","Low","HIgh","Reading"
706,39,706,"37,39",706,"test","true",39,"right","incongruent","up","center",138,"10","2","Control","Low","Low","HIgh","Reading"
730,39,730,"37,39",730,"test","true",39,"right","congruent","up","nocue",139,"10","2","Control","Low","Low","HIgh","Reading"
943,37,943,"37,39",943,"test","true",37,"left","neutral","down","spatial",140,"10","2","Control","Low","Low","HIgh","Reading"
1045,37,1045,"37,39",1045,"test","true",37,"left","congruent","down","double",141,"10","2","Control","Low","Low","HIgh","Reading"
1069,39,1069,"37,39",1069,"test","true",39,"right","congruent","down","nocue",142,"10","2","Control","Low","Low","HIgh","Reading"
1089,39,1089,"37,39",1089,"test","true",39,"right","congruent","up","center",143,"10","2","Control","Low","Low","HIgh","Reading"
548,37,548,"37,39",548,"test","true",37,"left","incongruent","up","spatial",144,"10","2","Control","Low","Low","HIgh","Reading"
952,37,952,"37,39",952,"test","true",37,"left","incongruent","down","double",1,"11","1","Meditation","High","Medium","HIgh","FAM"
985,39,985,"37,39",985,"test","true",39,"right","congruent","down","spatial",2,"11","1","Meditation","High","Medium","HIgh","FAM"
836,39,836,"37,39",836,"test","true",39,"right","congruent","down","double",3,"11","1","Meditation","High","Medium","HIgh","FAM"
1020,37,1020,"37,39",1020,"test","true",37,"left","incongruent","down","spatial",4,"11","1","Meditation","High","Medium","HIgh","FAM"
1128,37,1128,"37,39",1128,"test","true",37,"left","incongruent","up","double",5,"11","1","Meditation","High","Medium","HIgh","FAM"
973,39,973,"37,39",973,"test","true",39,"right","incongruent","up","double",6,"11","1","Meditation","High","Medium","HIgh","FAM"
756,37,756,"37,39",756,"test","true",37,"left","congruent","up","center",7,"11","1","Meditation","High","Medium","HIgh","FAM"
830,39,830,"37,39",830,"test","true",39,"right","congruent","up","double",8,"11","1","Meditation","High","Medium","HIgh","FAM"
838,39,838,"37,39",838,"test","true",39,"right","congruent","down","nocue",9,"11","1","Meditation","High","Medium","HIgh","FAM"
734,37,734,"37,39",734,"test","true",37,"left","neutral","up","double",10,"11","1","Meditation","High","Medium","HIgh","FAM"
766,39,766,"37,39",766,"test","true",39,"right","neutral","down","spatial",11,"11","1","Meditation","High","Medium","HIgh","FAM"
1170,39,1170,"37,39",1170,"test","true",39,"right","incongruent","down","nocue",12,"11","1","Meditation","High","Medium","HIgh","FAM"
790,37,790,"37,39",790,"test","true",37,"left","neutral","up","nocue",13,"11","1","Meditation","High","Medium","HIgh","FAM"
666,39,666,"37,39",666,"test","true",39,"right","neutral","up","center",15,"11","1","Meditation","High","Medium","HIgh","FAM"
916,39,916,"37,39",916,"test","true",39,"right","neutral","down","center",16,"11","1","Meditation","High","Medium","HIgh","FAM"
841,37,841,"37,39",841,"test","true",37,"left","congruent","down","spatial",17,"11","1","Meditation","High","Medium","HIgh","FAM"
586,39,586,"37,39",586,"test","true",39,"right","neutral","up","spatial",18,"11","1","Meditation","High","Medium","HIgh","FAM"
610,39,610,"37,39",610,"test","true",39,"right","congruent","up","center",19,"11","1","Meditation","High","Medium","HIgh","FAM"
641,39,641,"37,39",641,"test","true",39,"right","incongruent","up","nocue",20,"11","1","Meditation","High","Medium","HIgh","FAM"
709,37,709,"37,39",709,"test","true",37,"left","congruent","down","double",21,"11","1","Meditation","High","Medium","HIgh","FAM"
920,37,920,"37,39",920,"test","true",37,"left","neutral","down","center",22,"11","1","Meditation","High","Medium","HIgh","FAM"
611,37,611,"37,39",611,"test","true",37,"left","neutral","up","spatial",23,"11","1","Meditation","High","Medium","HIgh","FAM"
811,37,811,"37,39",811,"test","true",37,"left","congruent","down","center",24,"11","1","Meditation","High","Medium","HIgh","FAM"
705,39,705,"37,39",705,"test","true",39,"right","neutral","down","nocue",25,"11","1","Meditation","High","Medium","HIgh","FAM"
563,37,563,"37,39",563,"test","true",37,"left","congruent","up","spatial",26,"11","1","Meditation","High","Medium","HIgh","FAM"
761,37,761,"37,39",761,"test","true",37,"left","neutral","down","double",27,"11","1","Meditation","High","Medium","HIgh","FAM"
836,37,836,"37,39",836,"test","true",37,"left","neutral","down","nocue",28,"11","1","Meditation","High","Medium","HIgh","FAM"
619,37,619,"37,39",619,"test","true",37,"left","neutral","up","center",29,"11","1","Meditation","High","Medium","HIgh","FAM"
873,39,873,"37,39",873,"test","true",39,"right","neutral","down","double",30,"11","1","Meditation","High","Medium","HIgh","FAM"
789,39,789,"37,39",789,"test","true",39,"right","congruent","up","nocue",31,"11","1","Meditation","High","Medium","HIgh","FAM"
561,37,561,"37,39",561,"test","true",37,"left","neutral","down","spatial",32,"11","1","Meditation","High","Medium","HIgh","FAM"
713,37,713,"37,39",713,"test","true",37,"left","congruent","up","nocue",33,"11","1","Meditation","High","Medium","HIgh","FAM"
1245,39,1245,"37,39",1245,"test","true",39,"right","congruent","down","center",34,"11","1","Meditation","High","Medium","HIgh","FAM"
564,37,564,"37,39",564,"test","true",37,"left","incongruent","up","spatial",35,"11","1","Meditation","High","Medium","HIgh","FAM"
910,39,910,"37,39",910,"test","true",39,"right","incongruent","down","double",37,"11","1","Meditation","High","Medium","HIgh","FAM"
766,37,766,"37,39",766,"test","true",37,"left","incongruent","up","center",38,"11","1","Meditation","High","Medium","HIgh","FAM"
1246,37,1246,"37,39",1246,"test","true",37,"left","congruent","down","nocue",39,"11","1","Meditation","High","Medium","HIgh","FAM"
606,37,606,"37,39",606,"test","true",37,"left","congruent","up","double",40,"11","1","Meditation","High","Medium","HIgh","FAM"
1047,39,1047,"37,39",1047,"test","true",39,"right","neutral","up","nocue",41,"11","1","Meditation","High","Medium","HIgh","FAM"
813,39,813,"37,39",813,"test","true",39,"right","neutral","up","double",43,"11","1","Meditation","High","Medium","HIgh","FAM"
746,39,746,"37,39",746,"test","true",39,"right","incongruent","down","spatial",44,"11","1","Meditation","High","Medium","HIgh","FAM"
867,39,867,"37,39",867,"test","true",39,"right","incongruent","up","center",45,"11","1","Meditation","High","Medium","HIgh","FAM"
516,39,516,"37,39",516,"test","true",39,"right","congruent","up","spatial",46,"11","1","Meditation","High","Medium","HIgh","FAM"
586,39,586,"37,39",586,"test","true",39,"right","incongruent","up","spatial",47,"11","1","Meditation","High","Medium","HIgh","FAM"
1071,37,1071,"37,39",1071,"test","true",37,"left","incongruent","down","center",48,"11","1","Meditation","High","Medium","HIgh","FAM"
764,39,764,"37,39",764,"test","true",39,"right","incongruent","up","center",49,"11","1","Meditation","High","Medium","HIgh","FAM"
605,39,605,"37,39",605,"test","true",39,"right","congruent","up","center",50,"11","1","Meditation","High","Medium","HIgh","FAM"
585,39,585,"37,39",585,"test","true",39,"right","congruent","down","spatial",51,"11","1","Meditation","High","Medium","HIgh","FAM"
708,37,708,"37,39",708,"test","true",37,"left","congruent","up","nocue",52,"11","1","Meditation","High","Medium","HIgh","FAM"
617,37,617,"37,39",617,"test","true",37,"left","neutral","up","double",53,"11","1","Meditation","High","Medium","HIgh","FAM"
741,39,741,"37,39",741,"test","true",39,"right","congruent","up","nocue",54,"11","1","Meditation","High","Medium","HIgh","FAM"
517,39,517,"37,39",517,"test","true",39,"right","congruent","up","spatial",55,"11","1","Meditation","High","Medium","HIgh","FAM"
536,39,536,"37,39",536,"test","true",39,"right","incongruent","up","double",56,"11","1","Meditation","High","Medium","HIgh","FAM"
725,37,725,"37,39",725,"test","true",37,"left","incongruent","up","nocue",57,"11","1","Meditation","High","Medium","HIgh","FAM"
659,39,659,"37,39",659,"test","true",39,"right","neutral","up","center",58,"11","1","Meditation","High","Medium","HIgh","FAM"
892,39,892,"37,39",892,"test","true",39,"right","incongruent","down","double",59,"11","1","Meditation","High","Medium","HIgh","FAM"
734,37,734,"37,39",734,"test","true",37,"left","congruent","down","double",60,"11","1","Meditation","High","Medium","HIgh","FAM"
812,39,812,"37,39",812,"test","true",39,"right","incongruent","down","center",61,"11","1","Meditation","High","Medium","HIgh","FAM"
592,39,592,"37,39",592,"test","true",39,"right","neutral","up","spatial",62,"11","1","Meditation","High","Medium","HIgh","FAM"
730,39,730,"37,39",730,"test","true",39,"right","congruent","down","nocue",63,"11","1","Meditation","High","Medium","HIgh","FAM"
530,39,530,"37,39",530,"test","true",39,"right","congruent","up","double",64,"11","1","Meditation","High","Medium","HIgh","FAM"
868,39,868,"37,39",868,"test","true",39,"right","incongruent","down","spatial",65,"11","1","Meditation","High","Medium","HIgh","FAM"
989,37,989,"37,39",989,"test","true",37,"left","incongruent","down","double",66,"11","1","Meditation","High","Medium","HIgh","FAM"
574,37,574,"37,39",574,"test","true",37,"left","incongruent","up","spatial",67,"11","1","Meditation","High","Medium","HIgh","FAM"
625,37,625,"37,39",625,"test","true",37,"left","neutral","down","spatial",68,"11","1","Meditation","High","Medium","HIgh","FAM"
770,37,770,"37,39",770,"test","true",37,"left","congruent","down","center",69,"11","1","Meditation","High","Medium","HIgh","FAM"
614,37,614,"37,39",614,"test","true",37,"left","incongruent","down","spatial",70,"11","1","Meditation","High","Medium","HIgh","FAM"
594,37,594,"37,39",594,"test","true",37,"left","neutral","down","center",71,"11","1","Meditation","High","Medium","HIgh","FAM"
754,37,754,"37,39",754,"test","true",37,"left","incongruent","down","nocue",72,"11","1","Meditation","High","Medium","HIgh","FAM"
675,39,675,"37,39",675,"test","true",39,"right","neutral","down","spatial",73,"11","1","Meditation","High","Medium","HIgh","FAM"
834,39,834,"37,39",834,"test","true",39,"right","congruent","down","double",74,"11","1","Meditation","High","Medium","HIgh","FAM"
